name,age,gender,occupation,marital_status,education_level,annual_income,residential_location,vehicle_make,vehicle_age,engine_size,mileage_driven_annually,accident_history,traffic_violations,claims_history,license_duration,risk_level,insurance_amount
YGSFX,47,F,Manager,Divorced,PhD,115000,Urban,Honda,11,1.5,12000,1,2,1,35,Medium,1150
TZROD,54,F,Retired,Widowed,,30000,Rural,Tesla,8,2,11000,1,4,0,31,Medium,1000
OMWUC,26,F,Retired,Widowed,Bachelor,105000,Urban,Toyota,11,1.5,5000,0,2,2,10,Low,850
BRVOJ,67,F,Lawyer,Single,,130000,Rural,Tesla,1,4,12000,3,1,1,18,Medium,1150
CTZJG,29,M,Retired,Divorced,,100000,Suburban,Audi,8,1.5,10000,2,1,1,19,Medium,1150
MQDBH,28,M,Doctor,Single,PhD,105000,Rural,BMW,3,3,7000,3,4,2,4,Medium,1150
ZIILC,22,M,Architect,Widowed,PhD,115000,Rural,Toyota,11,3,15000,0,0,1,19,Low,850
YWUXG,46,M,Artist,Widowed,Master,50000,Urban,Ford,10,3.5,13000,0,3,2,37,Medium,850
PCINP,44,M,Architect,Divorced,PhD,110000,Urban,Toyota,4,2,11000,0,0,1,18,Low,650
JFKCF,51,F,Teacher,Divorced,PhD,55000,Urban,Mercedes,7,2,9000,0,2,1,13,Medium,850
DQDUT,22,M,Teacher,Widowed,,30000,Suburban,Honda,6,4,15000,2,2,0,1,Medium,1200
OYKES,37,F,Engineer,Married,Master,20000,Rural,Nissan,5,3,11000,1,2,0,34,Medium,1100
RNFPV,56,M,Teacher,Single,PhD,75000,Suburban,Audi,6,2.5,18000,0,2,0,21,Medium,700
QTUQG,48,M,Lawyer,Married,Bachelor,25000,Suburban,Tesla,4,1.5,6000,1,4,3,14,Medium,1250
LKUFP,25,M,Teacher,Widowed,Bachelor,130000,Rural,Ford,14,3.5,6000,1,1,2,2,Low,1150
XYWTW,60,F,Architect,Single,Master,50000,Rural,Honda,5,2,12000,3,4,3,23,Medium,1150
QVWRH,67,F,Doctor,Single,Master,45000,Urban,Toyota,12,4,15000,1,1,0,1,High,1000
PVWII,42,F,Retired,Married,Master,130000,Rural,Chevrolet,9,3.5,18000,3,2,2,24,Medium,1150
RFGCC,55,F,Manager,Widowed,,135000,Rural,Nissan,8,3.5,15000,2,3,3,2,Medium,1150
JIQKH,32,M,Student,Single,Master,120000,Rural,Nissan,9,2.5,18000,3,2,1,31,Medium,1150
BNAIT,58,M,Architect,Divorced,Bachelor,115000,Suburban,Tesla,10,3,6000,3,2,1,28,Medium,1150
IANZK,50,M,Architect,Single,Bachelor,25000,Urban,Ford,9,4,5000,0,1,3,8,High,950
YNSJT,65,M,Architect,Married,PhD,130000,Urban,Audi,5,1.5,8000,2,0,1,5,Medium,950
SRWOR,42,F,Student,Divorced,PhD,85000,Urban,Audi,6,4,10000,0,1,0,6,Medium,700
AWRFQ,38,M,Student,Widowed,PhD,55000,Suburban,Audi,4,3,13000,2,4,2,31,Medium,1150
AVQBU,20,F,Engineer,Married,,70000,Suburban,Honda,10,1.5,19000,1,0,0,17,Low,1000
SQXUP,48,M,Artist,Divorced,PhD,30000,Suburban,Honda,3,1.5,11000,1,0,0,35,Medium,800
BZGTK,57,F,Lawyer,Single,,145000,Rural,Tesla,13,2.5,13000,3,1,3,35,Medium,1150
HFKQG,30,F,Lawyer,Single,,60000,Suburban,Tesla,5,3.5,19000,1,1,0,21,Medium,1000
CKFNU,25,F,Manager,Married,Master,40000,Suburban,Tesla,13,3.5,12000,2,3,3,30,Medium,1150
NKBAA,67,F,Engineer,Divorced,Bachelor,95000,Urban,Tesla,9,3,17000,1,1,1,13,Medium,1150
YQPYQ,48,F,Artist,Single,Master,20000,Suburban,Ford,10,2,15000,2,4,2,23,Medium,1250
NVANG,23,M,Teacher,Divorced,,30000,Suburban,Chevrolet,7,2.5,9000,0,4,1,35,Medium,1050
MNHJV,62,F,Retired,Widowed,Master,145000,Suburban,Nissan,5,4,18000,0,0,1,32,Medium,650
YDEXR,63,M,Lawyer,Widowed,Bachelor,140000,Rural,Audi,11,4,15000,3,1,1,37,Medium,1150
JCVHD,64,M,Doctor,Married,PhD,95000,Rural,BMW,10,3.5,9000,0,2,3,19,Medium,850
ZBQKP,22,M,Teacher,Married,,100000,Urban,Toyota,14,1.5,10000,3,2,0,2,Medium,1200
PMOZO,36,M,Student,Single,,95000,Rural,Nissan,12,3,6000,1,4,3,8,Medium,1150
ICHOK,32,M,Artist,Divorced,,50000,Suburban,BMW,8,3,7000,3,1,2,20,Medium,1150
KSGDG,30,F,Doctor,Single,Bachelor,25000,Suburban,Audi,4,3,18000,1,4,3,28,Medium,1250
MCAOZ,24,F,Manager,Divorced,PhD,90000,Rural,Honda,7,1.5,13000,2,3,3,12,High,1350
CNBMJ,47,M,Artist,Divorced,Bachelor,115000,Suburban,Mercedes,11,1.5,10000,3,0,1,7,Medium,950
QDBET,53,F,Doctor,Single,Bachelor,90000,Suburban,Audi,5,3,19000,3,1,2,33,Medium,1150
PBCCD,24,F,Retired,Married,Bachelor,70000,Urban,Chevrolet,13,3.5,11000,3,2,1,27,High,1350
ODXDB,53,M,Architect,Married,Master,130000,Urban,Honda,10,3.5,9000,0,0,1,7,Low,650
NECZP,54,M,Manager,Married,,140000,Rural,Nissan,12,4,16000,0,4,0,34,Medium,700
KDXYI,43,F,Student,Divorced,PhD,105000,Suburban,Toyota,10,3.5,7000,3,2,1,30,Medium,1150
ELQCG,61,M,Lawyer,Married,,50000,Urban,Ford,7,2,11000,0,0,0,37,Medium,500
NIKBK,47,M,Engineer,Married,,140000,Suburban,Honda,5,4,8000,2,3,2,8,Medium,1150
VJHYG,42,M,Engineer,Widowed,Bachelor,20000,Suburban,Mercedes,2,3,17000,1,0,1,11,Medium,1050
QIELU,57,M,Architect,Single,Bachelor,130000,Suburban,Tesla,12,1.5,10000,3,1,0,13,Medium,1000
XVTZU,46,F,Manager,Single,Bachelor,20000,Urban,Nissan,10,2.5,19000,1,4,0,5,High,1100
YZXXF,27,F,Retired,Married,Master,75000,Suburban,Ford,14,2,5000,1,1,3,39,Medium,1150
NWYFL,62,M,Student,Single,,115000,Urban,Toyota,11,4,17000,1,4,2,39,Medium,1150
QCFWR,39,F,Engineer,Single,Bachelor,135000,Suburban,Tesla,6,2,6000,0,1,2,37,Low,850
HDLZZ,31,M,Architect,Married,Bachelor,110000,Rural,BMW,13,2.5,13000,1,0,1,19,Medium,950
BUVFV,38,M,Doctor,Single,PhD,55000,Rural,Ford,14,3,7000,3,4,2,32,Medium,1150
ADQNJ,60,M,Retired,Widowed,,55000,Rural,Audi,8,1.5,10000,2,2,3,32,Medium,1150
GVIWB,32,M,Artist,Married,,120000,Urban,Nissan,5,2.5,18000,3,2,2,2,High,1150
TZUBA,33,F,Architect,Married,,65000,Urban,Mercedes,12,4,9000,0,0,2,34,Low,650
JHBWF,38,M,Student,Single,,70000,Suburban,Tesla,10,4,13000,3,2,2,39,Medium,1150
NUJCV,42,F,Lawyer,Single,PhD,35000,Urban,Mercedes,6,3,19000,2,1,1,11,High,1150
WCIIV,59,F,Student,Divorced,,55000,Rural,Toyota,12,2.5,13000,2,1,3,21,Medium,1150
DQOLS,51,M,Retired,Widowed,Bachelor,25000,Rural,BMW,5,3.5,5000,3,4,2,6,Medium,1250
JNTNV,30,M,Engineer,Married,Bachelor,20000,Urban,Mercedes,6,2,13000,3,3,0,29,Medium,1100
GTJYY,47,F,Lawyer,Married,Bachelor,70000,Urban,BMW,13,2,6000,2,0,3,15,Medium,950
BTMTB,68,M,Student,Single,Bachelor,25000,Urban,Honda,9,3.5,18000,3,4,0,33,High,1100
JRNWJ,64,M,Manager,Single,PhD,60000,Suburban,Mercedes,1,3.5,17000,1,0,0,18,Medium,800
JJGLX,27,M,Artist,Single,Bachelor,70000,Rural,Ford,7,4,7000,2,3,2,30,Medium,1150
KUDYG,53,F,Lawyer,Divorced,Bachelor,45000,Urban,Tesla,2,4,7000,1,3,1,39,Low,1150
XYDXQ,45,F,Retired,Married,Bachelor,125000,Urban,Nissan,12,2,6000,0,4,1,22,Medium,850
CGKJQ,40,F,Manager,Single,,100000,Rural,Mercedes,1,3,19000,0,3,3,31,Low,850
ZWJKN,53,M,Artist,Married,Bachelor,140000,Rural,Chevrolet,12,3,19000,1,0,3,8,Medium,950
HLBVL,18,M,Retired,Married,Bachelor,90000,Rural,Audi,3,3.5,11000,2,0,0,29,Low,1000
FAVJG,59,F,Manager,Divorced,,135000,Rural,Toyota,12,2.5,13000,0,2,2,19,Medium,850
BXGPD,59,F,Engineer,Married,PhD,120000,Rural,Ford,12,2.5,13000,2,4,0,15,Medium,1000
PKHNL,48,F,Architect,Single,,55000,Suburban,Audi,9,3.5,13000,2,2,0,20,Medium,1000
QBDFH,65,F,Artist,Married,PhD,145000,Suburban,BMW,4,3,19000,2,3,1,31,Medium,1150
QRDTW,42,M,Teacher,Divorced,Bachelor,85000,Rural,Mercedes,2,2,15000,0,0,2,9,Low,650
KBMBT,37,M,Engineer,Married,,95000,Suburban,Audi,3,4,11000,1,2,1,3,Medium,1150
ZNFIE,45,M,Student,Married,PhD,105000,Urban,Honda,5,3.5,14000,3,4,2,9,High,1150
NSAIP,61,M,Teacher,Single,,80000,Suburban,Honda,11,2,6000,3,4,1,3,Medium,1150
GOJKJ,37,M,Student,Single,PhD,25000,Rural,Tesla,5,3.5,12000,1,3,2,8,Medium,1250
LATTC,49,M,Teacher,Single,PhD,35000,Suburban,BMW,7,4,15000,0,2,1,28,Medium,850
PRLIU,48,M,Artist,Single,PhD,100000,Suburban,Chevrolet,4,1.5,17000,1,3,2,39,Low,1150
DPMFB,40,M,Artist,Single,Bachelor,115000,Suburban,Tesla,5,3.5,19000,3,0,3,4,Medium,950
MNSKH,67,F,Retired,Widowed,PhD,80000,Suburban,BMW,6,3,15000,3,1,1,30,Medium,1150
GYTPI,40,M,Retired,Single,PhD,90000,Suburban,Mercedes,7,4,11000,3,2,0,1,Medium,1000
SGEXX,61,M,Artist,Married,Master,120000,Rural,Nissan,10,4,17000,0,2,2,10,High,850
SLYKO,50,M,Manager,Single,Master,35000,Rural,BMW,11,2.5,9000,0,0,1,5,Medium,650
ESIQH,30,F,Lawyer,Widowed,Master,55000,Rural,Mercedes,14,2,18000,1,3,0,17,Medium,1000
STXAI,26,F,Manager,Divorced,PhD,25000,Suburban,Honda,11,2.5,17000,2,0,2,1,High,1050
ZUHXR,54,M,Doctor,Divorced,Master,55000,Suburban,BMW,3,1.5,9000,1,0,2,31,Low,950
NWOHL,64,M,Engineer,Divorced,,110000,Rural,Toyota,7,1.5,14000,2,1,1,22,Medium,1150
IYCHD,56,M,Artist,Married,PhD,90000,Suburban,Ford,2,1.5,13000,1,4,3,23,Low,1150
THWQX,28,M,Student,Single,,40000,Urban,Tesla,13,2.5,11000,2,1,3,23,High,1150
WZMHR,69,M,Teacher,Married,,140000,Rural,Toyota,11,4,13000,1,4,3,33,Medium,1150
CCZVB,59,F,Manager,Married,,25000,Suburban,Audi,3,4,15000,3,2,3,10,Medium,1250
YPQWC,55,F,Artist,Single,Master,55000,Rural,Ford,10,4,8000,2,1,2,25,Medium,1150
YIFAW,29,M,Engineer,Married,,115000,Suburban,Honda,11,1.5,14000,0,4,0,26,High,700
RVEFP,55,F,Artist,Single,Master,65000,Urban,Tesla,10,4,7000,3,2,0,27,Medium,1000
TCVYL,59,M,Teacher,Widowed,Master,125000,Urban,Audi,6,4,9000,2,1,0,12,Medium,1000
FVWKJ,55,M,Manager,Widowed,Master,120000,Suburban,Honda,6,1.5,5000,0,3,1,8,Low,850
JIYXX,36,M,Teacher,Single,PhD,120000,Urban,Nissan,7,2.5,19000,3,4,0,3,High,1000
ZDFSA,26,M,Teacher,Single,Bachelor,20000,Suburban,Chevrolet,9,2.5,14000,2,1,1,18,Medium,1250
QAURH,31,M,Engineer,Divorced,Bachelor,50000,Urban,BMW,12,2,12000,1,0,0,15,High,800
EFBQH,54,F,Engineer,Widowed,PhD,145000,Rural,Audi,12,2.5,10000,0,1,1,20,Low,850
ZGYDO,55,M,Artist,Divorced,,100000,Urban,Mercedes,13,3,6000,2,0,3,16,Medium,950
KYTRE,23,F,Doctor,Married,,90000,Suburban,Audi,8,3,5000,3,4,0,8,Medium,1200
ACJQI,63,M,Manager,Single,Master,125000,Suburban,Toyota,8,3.5,17000,2,3,2,8,Medium,1150
AKXXP,44,F,Doctor,Widowed,Master,45000,Suburban,Audi,3,1.5,16000,2,0,3,10,Medium,950
SCHTC,46,M,Architect,Single,Bachelor,120000,Urban,Nissan,3,3,13000,0,4,3,11,Medium,850
YGUPO,63,F,Engineer,Widowed,Bachelor,80000,Urban,Ford,10,2.5,19000,1,0,1,31,Medium,950
WFMKZ,19,F,Architect,Married,Bachelor,135000,Urban,Audi,10,1.5,12000,1,4,3,31,High,1350
TWZWC,56,M,Artist,Married,Master,45000,Suburban,Mercedes,8,3.5,19000,3,2,1,2,Medium,1150
FNDMX,27,F,Lawyer,Single,Master,130000,Suburban,Nissan,1,2.5,18000,2,0,1,26,Low,950
VSVNX,68,F,Artist,Single,Master,135000,Suburban,Nissan,11,4,19000,3,3,0,25,Medium,1000
EKZQQ,22,M,Artist,Single,PhD,40000,Rural,Tesla,11,4,16000,3,4,3,34,Medium,1350
MCMAW,27,M,Architect,Widowed,Master,35000,Suburban,Honda,4,2.5,14000,3,4,2,27,Medium,1150
ZIXES,44,M,Teacher,Divorced,,20000,Rural,Toyota,11,3.5,14000,2,4,1,37,Medium,1250
ORFSF,51,F,Lawyer,Widowed,Master,70000,Urban,Ford,5,3,11000,3,2,0,8,Medium,1000
LGZBF,55,F,Student,Single,Bachelor,45000,Suburban,Mercedes,3,1.5,6000,3,3,3,10,Low,1150
ZUYEB,65,M,Student,Single,,65000,Urban,Chevrolet,7,2.5,18000,2,3,1,4,High,1150
LAMOR,36,F,Artist,Divorced,Bachelor,65000,Suburban,Toyota,13,1.5,18000,0,1,3,33,Medium,850
UEXJV,39,M,Lawyer,Single,PhD,135000,Rural,Chevrolet,4,3,7000,0,4,0,22,Medium,700
DBQGM,53,M,Architect,Widowed,PhD,20000,Rural,BMW,3,3.5,10000,2,2,0,8,Medium,1100
JKFCI,40,F,Teacher,Divorced,,55000,Suburban,Mercedes,6,2,15000,1,0,3,22,Low,950
QCLXR,40,F,Artist,Married,PhD,100000,Urban,Audi,1,2.5,18000,0,1,0,17,Low,700
TXLBS,33,M,Lawyer,Widowed,Bachelor,70000,Urban,Nissan,11,2.5,13000,3,1,1,13,High,1150
HMIJT,64,F,Artist,Divorced,PhD,85000,Urban,Ford,7,3.5,6000,3,4,3,21,High,1150
RVQPQ,22,M,Student,Single,,20000,Urban,Honda,1,1.5,15000,1,4,3,32,High,1450
XBQEO,61,M,Architect,Single,PhD,55000,Urban,Mercedes,9,2.5,8000,3,4,3,11,High,1150
DVBUD,25,M,Lawyer,Married,PhD,70000,Rural,Ford,8,4,12000,0,2,1,20,Medium,850
AIHDL,26,M,Retired,Married,PhD,45000,Rural,Toyota,11,1.5,10000,0,0,0,30,Low,500
RMLCS,36,F,Lawyer,Widowed,PhD,20000,Urban,Toyota,1,3,10000,1,2,0,27,Low,1100
HQCIP,68,F,Student,Divorced,,120000,Urban,Chevrolet,3,2,6000,0,0,0,12,Low,500
XYLPE,50,F,Manager,Married,Master,45000,Urban,Toyota,3,1.5,9000,1,3,3,31,Low,1150
TLIXR,65,F,Lawyer,Divorced,PhD,45000,Suburban,Ford,9,2.5,5000,3,2,3,7,Medium,1150
LTPFH,59,F,Architect,Widowed,Master,125000,Suburban,BMW,11,3,16000,2,3,2,12,Medium,1150
ZTLAK,52,M,Retired,Single,PhD,135000,Rural,BMW,6,3,8000,1,0,3,30,Medium,950
CWDON,18,M,Engineer,Divorced,Bachelor,140000,Suburban,Chevrolet,9,2,16000,3,0,3,29,Medium,1150
CNVYR,28,M,Teacher,Single,,30000,Rural,Audi,7,2.5,17000,0,2,2,31,Medium,850
LWRZW,63,F,Doctor,Married,,100000,Urban,Honda,1,3,18000,3,3,1,11,Medium,1150
DDFWO,32,M,Student,Divorced,,135000,Urban,BMW,11,1.5,13000,0,0,0,25,Low,500
XBLEK,56,F,Engineer,Single,Master,85000,Suburban,Nissan,2,1.5,19000,0,4,0,25,Medium,700
QYQQU,30,M,Retired,Widowed,,90000,Rural,Nissan,3,2,17000,2,4,2,22,Low,1150
IKSDS,49,M,Retired,Single,,35000,Suburban,Ford,5,1.5,11000,0,1,2,35,Low,850
KGQNT,48,F,Manager,Single,PhD,25000,Urban,Toyota,12,4,15000,3,3,2,38,High,1250
CWBYV,33,F,Doctor,Single,Master,80000,Urban,BMW,9,2,6000,2,4,1,20,High,1150
EZVKM,59,M,Engineer,Married,Master,90000,Rural,Nissan,4,1.5,12000,2,1,2,32,Low,1150
TXUOV,67,F,Student,Married,,70000,Rural,Mercedes,2,1.5,15000,3,2,3,22,Medium,1150
VTUGQ,38,F,Teacher,Single,Master,20000,Rural,Audi,14,1.5,14000,0,4,2,36,Medium,950
JQZNO,35,M,Doctor,Widowed,Bachelor,20000,Suburban,BMW,7,1.5,15000,0,0,1,9,Medium,750
GVCZZ,64,F,Student,Single,Master,55000,Rural,Honda,14,3.5,17000,1,1,0,18,High,1000
EZQWK,62,M,Manager,Married,PhD,90000,Rural,Ford,11,3.5,13000,1,3,1,16,Medium,1150
WJMCX,43,M,Teacher,Divorced,Master,80000,Rural,BMW,9,4,19000,1,1,2,2,High,1150
TCIIZ,32,F,Artist,Married,PhD,20000,Urban,Tesla,13,1.5,13000,0,2,3,15,High,950
QSWKH,21,M,Lawyer,Widowed,,130000,Suburban,BMW,6,3.5,17000,1,1,1,18,Low,1350
LEQEU,19,F,Retired,Widowed,PhD,75000,Urban,BMW,11,3,18000,0,3,3,17,High,1050
SFRGN,58,M,Teacher,Single,Bachelor,115000,Rural,Honda,8,3.5,13000,0,0,3,30,Medium,650
ZMGHP,51,M,Teacher,Divorced,,115000,Urban,Nissan,11,3.5,7000,3,0,1,31,Medium,950
BIKCX,18,M,Manager,Married,Master,100000,Suburban,Audi,11,2.5,15000,3,2,0,22,Medium,1200
VFOXS,56,F,Student,Married,PhD,100000,Urban,Audi,2,1.5,16000,0,0,1,13,Low,650
JLMGC,67,F,Retired,Married,PhD,95000,Rural,BMW,4,4,14000,3,4,2,32,Medium,1150
TVGDT,44,F,Manager,Married,Master,55000,Suburban,Honda,9,4,17000,2,2,1,6,High,1150
UEDVD,25,F,Architect,Married,Master,55000,Suburban,Audi,14,2.5,12000,1,0,2,36,Medium,950
NAMOV,48,F,Student,Single,Master,110000,Rural,Ford,7,3,12000,2,4,3,14,Medium,1150
JILKX,42,F,Engineer,Married,,50000,Urban,BMW,6,3.5,14000,2,4,2,18,High,1150
KKIMT,18,F,Lawyer,Widowed,Master,125000,Rural,Nissan,14,2.5,14000,1,4,1,23,Medium,1350
SRKZR,36,F,Retired,Widowed,PhD,125000,Urban,Nissan,4,3,6000,2,3,1,11,High,1150
KDTZX,69,M,Engineer,Widowed,Bachelor,55000,Urban,Audi,2,3,19000,0,2,0,12,Medium,700
CWBOP,27,F,Doctor,Divorced,,90000,Rural,BMW,12,3.5,10000,2,4,3,11,Medium,1150
NYVEM,41,F,Student,Single,Master,130000,Rural,Toyota,12,1.5,9000,1,0,0,6,Low,800
LEPYV,50,F,Doctor,Widowed,PhD,25000,Urban,Honda,2,4,19000,3,0,1,34,High,1050
EEAUE,59,M,Lawyer,Single,PhD,40000,Suburban,Chevrolet,6,1.5,17000,2,2,1,9,Medium,1150
LKEAH,55,F,Teacher,Married,PhD,40000,Suburban,Tesla,9,3.5,11000,3,0,1,28,Medium,950
IFEZE,30,M,Artist,Single,PhD,50000,Suburban,Ford,8,1.5,13000,1,3,2,5,Medium,1150
WFQDE,36,M,Engineer,Divorced,Master,30000,Rural,Nissan,12,4,19000,0,1,2,22,High,850
QVSLS,43,F,Teacher,Married,,70000,Rural,BMW,5,1.5,18000,1,2,0,8,Low,1000
MKCMD,24,M,Artist,Married,Master,20000,Urban,BMW,13,4,6000,3,1,3,33,High,1450
OHOLX,39,F,Engineer,Married,,115000,Rural,Ford,1,3,12000,3,1,1,25,Medium,1150
KCRXM,22,M,Student,Widowed,PhD,105000,Suburban,Tesla,4,1.5,13000,0,2,0,8,Low,900
ZRYTH,26,M,Doctor,Widowed,,45000,Rural,Mercedes,6,4,17000,3,1,3,20,Medium,1150
NZPWI,51,M,Architect,Single,PhD,60000,Rural,Mercedes,1,2,15000,3,0,2,2,Medium,950
VUZES,25,M,Lawyer,Married,,115000,Urban,Nissan,9,4,11000,3,3,3,36,Medium,1150
KYZBC,49,M,Teacher,Widowed,Master,65000,Suburban,Tesla,12,2.5,7000,2,2,2,5,Medium,1150
PAWTB,38,F,Architect,Married,PhD,40000,Suburban,Tesla,1,1.5,8000,0,1,3,31,Low,850
POZEF,49,F,Engineer,Single,,30000,Urban,Honda,5,2,11000,2,0,3,20,Low,950
STFPU,45,M,Doctor,Divorced,Bachelor,140000,Urban,Chevrolet,12,3,19000,0,1,2,26,High,850
UFOMU,57,M,Student,Divorced,PhD,40000,Suburban,Honda,14,2,18000,1,0,2,12,High,950
HRWRI,41,M,Engineer,Single,Master,65000,Urban,Mercedes,13,3,19000,2,0,3,10,High,950
AOWZM,54,F,Artist,Single,Bachelor,100000,Rural,Chevrolet,6,4,14000,0,1,0,33,Low,700
ZVMKT,60,F,Student,Divorced,Bachelor,95000,Suburban,Nissan,2,2.5,6000,1,4,3,37,Medium,1150
KDVPF,61,M,Architect,Married,Master,55000,Suburban,Toyota,5,3.5,5000,0,4,2,34,Medium,850
OQXQF,30,M,Manager,Widowed,Master,75000,Suburban,Mercedes,14,1.5,5000,3,3,3,1,Medium,1150
OLTCH,67,M,Engineer,Divorced,Master,35000,Rural,Honda,5,4,17000,1,4,0,5,High,1000
EUEST,26,F,Manager,Single,,40000,Suburban,Tesla,8,2.5,19000,2,2,0,13,Medium,1000
MAZCR,67,M,Student,Single,Bachelor,55000,Suburban,Honda,3,3,7000,1,1,1,39,Medium,1150
VRDXX,28,F,Architect,Married,Bachelor,90000,Suburban,Ford,4,2,6000,0,1,2,18,Low,850
OHASQ,45,F,Manager,Single,,135000,Urban,Tesla,13,4,13000,2,3,0,22,High,1000
SQJVS,37,M,Doctor,Divorced,Bachelor,20000,Rural,Chevrolet,11,4,16000,3,1,0,30,High,1100
CEJFB,61,M,Doctor,Single,PhD,80000,Urban,Nissan,4,4,18000,3,2,1,4,Medium,1150
DCMLR,19,M,Lawyer,Widowed,Master,50000,Suburban,Ford,12,3,18000,1,4,3,15,High,1350
WKHZE,25,F,Doctor,Divorced,Master,45000,Urban,Chevrolet,12,1.5,5000,3,3,1,11,Medium,1150
SXPUO,50,M,Lawyer,Divorced,,45000,Rural,Mercedes,14,1.5,17000,1,3,2,36,Medium,1150
FCWLJ,40,M,Lawyer,Widowed,PhD,145000,Suburban,Chevrolet,8,4,8000,1,0,2,28,Medium,950
VIWND,65,M,Lawyer,Married,Master,120000,Rural,Nissan,4,3.5,16000,0,0,2,15,Medium,650
BUEIQ,43,F,Manager,Widowed,PhD,35000,Rural,Audi,10,3.5,17000,3,3,2,28,Medium,1150
TERUR,51,M,Manager,Single,PhD,40000,Rural,Toyota,8,1.5,15000,2,3,0,16,Medium,1000
UVXZQ,30,F,Architect,Divorced,,85000,Suburban,Ford,11,3,15000,2,2,3,21,Medium,1150
NRJSF,25,F,Manager,Single,PhD,130000,Rural,BMW,6,2.5,13000,3,4,1,22,Medium,1150
ACMTG,28,M,Artist,Married,PhD,35000,Suburban,Tesla,9,3,19000,2,0,3,10,High,950
DLXWV,26,M,Lawyer,Divorced,PhD,40000,Urban,Ford,6,3.5,9000,2,0,3,19,High,950
QJNTB,24,M,Lawyer,Widowed,PhD,60000,Suburban,Mercedes,6,3.5,5000,2,2,0,18,Medium,1200
EVEQT,69,F,Student,Married,Master,135000,Rural,Nissan,6,3.5,12000,3,1,3,34,Medium,1150
LIKJA,28,M,Architect,Widowed,PhD,145000,Urban,Ford,11,2.5,6000,3,1,2,20,Medium,1150
UZOHP,20,F,Architect,Divorced,PhD,45000,Rural,Chevrolet,10,2,14000,0,0,2,16,Low,850
ZPUBL,19,F,Engineer,Divorced,Master,55000,Urban,Tesla,5,1.5,11000,0,0,2,21,Low,850
WMYNQ,66,F,Teacher,Divorced,PhD,140000,Suburban,Audi,9,2,11000,2,3,1,15,Medium,1150
CSWQD,25,M,Lawyer,Single,Master,115000,Rural,Audi,14,2,9000,0,4,3,14,Medium,850
NEJCQ,37,M,Doctor,Widowed,Bachelor,65000,Rural,Chevrolet,13,2.5,18000,3,2,1,20,High,1150
LOKVC,37,F,Teacher,Divorced,PhD,105000,Urban,Chevrolet,5,1.5,16000,1,2,3,31,Low,1150
XABTT,43,M,Manager,Married,Master,130000,Suburban,Nissan,12,2.5,13000,1,2,3,3,Medium,1150
YJRHJ,23,M,Retired,Single,,85000,Rural,Chevrolet,12,3,19000,1,0,1,22,High,1150
KMCPN,23,M,Artist,Widowed,Master,95000,Rural,Audi,7,3,18000,3,4,0,23,Medium,1200
PJOOX,18,M,Manager,Single,Master,25000,Urban,Nissan,10,2.5,13000,3,3,1,1,Medium,1450
QPTPX,22,F,Teacher,Divorced,PhD,60000,Suburban,BMW,13,3,7000,1,4,2,24,Medium,1350
TIFSN,18,M,Student,Divorced,,100000,Rural,Mercedes,11,3,11000,3,1,1,22,Medium,1350
UHJOM,63,M,Teacher,Single,,130000,Rural,Chevrolet,5,2.5,14000,2,2,3,33,Medium,1150
XLUUV,54,M,Doctor,Widowed,Master,125000,Urban,Mercedes,8,3,13000,2,3,0,6,Medium,1000
ZNICT,43,M,Lawyer,Divorced,,65000,Urban,Chevrolet,3,1.5,5000,1,1,3,14,Low,1150
ERAPT,34,M,Engineer,Single,Master,20000,Suburban,Chevrolet,11,3,14000,0,3,2,12,Medium,950
SKPBC,21,F,Manager,Single,,115000,Urban,BMW,7,3,10000,2,2,3,19,High,1350
STEDF,44,M,Lawyer,Divorced,,100000,Suburban,Tesla,3,3,15000,2,0,0,20,Medium,800
PUECN,25,F,Architect,Divorced,Bachelor,95000,Suburban,Honda,3,1.5,18000,0,3,0,18,Low,700
ARBJY,23,M,Teacher,Divorced,Master,105000,Rural,Mercedes,4,2,8000,0,1,3,2,Low,1050
TDVBE,39,F,Student,Single,PhD,85000,Suburban,Honda,9,4,10000,0,3,1,16,Medium,850
QAWET,19,M,Doctor,Divorced,Master,90000,Suburban,Ford,10,3.5,5000,2,0,3,32,Medium,1150
EPNRA,44,M,Engineer,Married,Master,100000,Urban,Honda,14,1.5,11000,1,3,1,12,Medium,1150
KAAQN,35,F,Artist,Married,,115000,Urban,Tesla,5,2,16000,2,4,1,9,High,1150
TXUCL,32,F,Artist,Single,Bachelor,145000,Urban,Ford,7,2.5,6000,0,3,0,11,Low,700
WAIYR,30,F,Doctor,Widowed,PhD,110000,Urban,Audi,6,2,14000,0,0,3,25,Low,650
CAXRA,25,F,Engineer,Married,Master,115000,Urban,BMW,4,1.5,11000,1,4,0,5,High,1000
CMPHL,57,M,Architect,Widowed,Master,110000,Rural,Chevrolet,8,2,18000,0,0,2,36,Low,650
WEQZQ,47,M,Artist,Divorced,Bachelor,145000,Rural,Nissan,12,3,12000,1,0,2,15,Medium,950
CXIOH,18,M,Student,Widowed,,70000,Rural,Toyota,5,3,18000,3,0,3,19,Medium,1150
UFRFZ,18,M,Doctor,Single,PhD,65000,Urban,Ford,4,3.5,14000,0,0,2,10,Low,850
LWTWA,32,F,Engineer,Divorced,Master,40000,Rural,Mercedes,3,2.5,19000,0,0,3,35,Low,650
