age,gender,occupation,marital_status,education_level,annual_income,residential_location,vehicle_make,vehicle_age,engine_size,mileage_driven_annually,accident_history,traffic_violations,claims_history,license_duration,risk
62,F,Teacher,Widowed,Master,40000,Rural,Toyota,5,4.0,12000,2,3,0,1,High
50,M,Manager,Divorced,Master,75000,Urban,Mercedes,13,4.0,17000,3,4,0,38,High
52,F,Manager,Single,PhD,100000,Rural,Mercedes,6,2.0,19000,1,0,1,5,High
29,M,Student,Single,None,80000,Urban,Nissan,1,2.5,8000,1,4,2,14,High
43,M,Lawyer,Single,Master,115000,Urban,Tesla,6,4.0,16000,3,1,0,35,Medium
37,M,Retired,Married,PhD,95000,Rural,Mercedes,14,3.5,18000,1,1,3,29,High
30,F,Artist,Married,Master,115000,Urban,Audi,14,1.5,9000,0,3,3,28,High
53,M,Retired,Single,Master,105000,Urban,Honda,8,1.5,6000,3,0,0,35,Low
48,M,Lawyer,Widowed,Bachelor,80000,Suburban,Chevrolet,1,3.0,12000,2,3,3,10,High
36,F,Teacher,Married,None,35000,Suburban,Nissan,11,1.5,18000,0,2,1,15,High
39,F,Lawyer,Divorced,Master,100000,Urban,Mercedes,14,2.0,12000,3,0,1,9,High
42,M,Doctor,Widowed,Master,90000,Suburban,Mercedes,10,4.0,12000,2,4,0,29,High
26,F,Doctor,Divorced,PhD,125000,Rural,BMW,12,2.0,10000,3,2,2,17,High
35,F,Student,Married,PhD,45000,Rural,Nissan,14,2.5,15000,1,0,0,27,High
59,M,Teacher,Divorced,PhD,120000,Rural,Tesla,7,4.0,7000,1,3,2,36,High
18,M,Teacher,Divorced,None,80000,Urban,Toyota,14,2.0,19000,3,3,0,34,High
56,M,Manager,Widowed,None,115000,Suburban,Honda,10,2.5,13000,0,1,0,11,Medium
43,F,Architect,Divorced,Bachelor,40000,Suburban,Audi,4,1.5,18000,3,1,1,3,High
37,M,Student,Widowed,Bachelor,110000,Suburban,BMW,10,3.0,11000,3,3,3,17,High
57,F,Manager,Single,Master,100000,Suburban,Tesla,4,3.0,8000,1,4,1,24,High
54,M,Retired,Divorced,Bachelor,45000,Rural,Audi,7,2.5,18000,3,4,0,10,High
29,M,Architect,Married,PhD,140000,Urban,Nissan,2,2.5,12000,0,2,1,24,Medium
28,F,Manager,Widowed,Master,30000,Suburban,BMW,6,1.5,16000,0,1,1,6,Medium
62,F,Artist,Divorced,Master,60000,Urban,BMW,11,2.5,9000,3,4,1,21,High
31,M,Student,Married,Master,30000,Suburban,Audi,1,3.5,12000,1,1,3,1,High
63,M,Student,Married,Bachelor,80000,Urban,Nissan,5,4.0,5000,0,3,1,22,High
41,F,Manager,Divorced,Bachelor,90000,Rural,BMW,14,1.5,17000,2,4,0,2,High
31,M,Artist,Single,PhD,70000,Urban,Honda,7,2.5,17000,0,4,3,17,High
52,M,Retired,Widowed,Bachelor,65000,Urban,BMW,9,4.0,19000,0,3,2,27,High
65,M,Architect,Divorced,None,30000,Rural,Toyota,2,2.5,12000,1,4,1,31,High
54,F,Architect,Married,Master,30000,Suburban,Ford,11,2.0,8000,3,3,3,36,High
62,M,Manager,Single,None,30000,Suburban,Nissan,14,3.5,14000,2,3,0,31,High
55,F,Teacher,Single,PhD,135000,Suburban,Nissan,11,3.0,10000,3,4,3,33,High
25,M,Teacher,Widowed,Bachelor,50000,Rural,Nissan,5,2.0,13000,3,0,0,11,Medium
31,M,Student,Single,Bachelor,145000,Suburban,Nissan,4,3.0,9000,2,3,1,13,High
37,M,Artist,Single,None,135000,Suburban,Ford,14,3.5,10000,0,1,3,9,High
44,F,Lawyer,Married,None,140000,Suburban,Mercedes,12,2.0,12000,1,0,1,9,High
24,F,Teacher,Widowed,Master,20000,Rural,Chevrolet,14,1.5,7000,3,2,2,13,High
24,F,Teacher,Divorced,Bachelor,100000,Suburban,Audi,6,1.5,6000,3,0,0,20,Low
25,F,Artist,Widowed,Bachelor,60000,Rural,Toyota,9,1.5,18000,2,1,2,28,High
21,M,Engineer,Divorced,None,25000,Suburban,Toyota,14,1.5,19000,0,1,1,8,High
41,M,Lawyer,Divorced,PhD,100000,Rural,Ford,8,2.5,10000,1,3,2,15,High
63,F,Retired,Single,PhD,110000,Suburban,Audi,3,1.5,10000,0,1,0,15,Low
65,F,Doctor,Divorced,None,145000,Urban,Tesla,2,4.0,13000,0,3,3,37,High
57,F,Teacher,Divorced,None,120000,Urban,Mercedes,3,2.5,11000,2,1,3,5,High
38,M,Teacher,Single,None,65000,Urban,Mercedes,1,3.5,11000,1,1,3,15,High
66,F,Manager,Married,Bachelor,125000,Suburban,Tesla,13,1.5,9000,2,3,2,34,High
40,M,Doctor,Divorced,Master,75000,Rural,BMW,12,4.0,19000,2,3,2,9,High
42,M,Engineer,Divorced,PhD,105000,Urban,Mercedes,6,4.0,14000,3,4,3,10,High
69,F,Engineer,Widowed,Master,45000,Rural,Mercedes,4,1.5,14000,3,3,2,17,High
21,F,Artist,Single,Bachelor,125000,Urban,Nissan,13,2.5,18000,1,3,1,35,High
54,M,Engineer,Single,Master,80000,Suburban,Chevrolet,9,3.0,7000,3,2,0,5,Low
54,M,Student,Divorced,Master,140000,Urban,Audi,7,2.0,5000,2,0,1,15,Medium
20,F,Teacher,Married,None,25000,Rural,Chevrolet,8,2.0,6000,1,0,0,5,Low
42,M,Retired,Divorced,PhD,90000,Suburban,BMW,14,2.0,18000,3,4,0,23,High
60,F,Doctor,Single,None,105000,Urban,Tesla,1,2.0,19000,2,1,1,9,High
32,F,Teacher,Married,None,100000,Suburban,Mercedes,14,3.5,5000,2,1,3,9,High
68,M,Engineer,Widowed,PhD,70000,Urban,Toyota,13,3.5,13000,0,3,0,27,High
24,F,Student,Single,Master,110000,Rural,Tesla,3,3.0,19000,1,2,3,8,High
56,F,Retired,Married,PhD,110000,Rural,Ford,13,2.5,7000,0,0,3,21,High
33,M,Engineer,Divorced,Bachelor,135000,Urban,Nissan,10,4.0,18000,1,0,1,25,High
27,M,Manager,Married,None,145000,Rural,Tesla,7,3.0,5000,2,1,0,21,Low
62,F,Manager,Single,Bachelor,135000,Rural,Ford,6,4.0,18000,3,3,3,3,High
62,M,Retired,Single,Master,90000,Urban,Chevrolet,6,4.0,19000,3,2,1,9,High
61,F,Artist,Divorced,Master,95000,Rural,Nissan,2,3.5,13000,3,4,2,36,High
42,M,Architect,Widowed,PhD,40000,Suburban,Nissan,7,2.0,6000,2,0,2,38,High
31,F,Architect,Divorced,None,35000,Suburban,BMW,14,2.0,5000,1,1,2,22,High
28,F,Retired,Married,Master,130000,Urban,BMW,5,3.0,11000,2,3,0,26,High
18,F,Student,Single,Bachelor,45000,Urban,Audi,6,3.0,7000,2,2,3,38,High
50,F,Engineer,Widowed,Master,70000,Rural,Honda,1,2.5,7000,3,3,3,25,High
69,M,Teacher,Married,PhD,65000,Rural,Chevrolet,8,2.5,13000,1,0,1,25,Medium
40,M,Teacher,Widowed,PhD,135000,Suburban,Toyota,12,3.0,5000,3,4,1,10,High
34,M,Engineer,Widowed,None,50000,Urban,Chevrolet,12,3.5,7000,2,1,3,25,High
25,F,Student,Single,Master,110000,Rural,Toyota,5,1.5,6000,1,1,2,24,High
51,M,Manager,Married,None,75000,Suburban,Tesla,12,2.0,14000,1,3,2,32,High
19,F,Architect,Married,PhD,145000,Urban,Nissan,10,3.5,5000,0,4,2,30,High
27,M,Manager,Married,PhD,45000,Urban,BMW,14,3.5,12000,3,1,1,32,High
34,M,Artist,Divorced,Master,25000,Suburban,Chevrolet,3,1.5,8000,0,2,3,20,High
56,M,Retired,Widowed,Bachelor,95000,Rural,Audi,5,3.5,16000,3,1,2,20,High
64,M,Student,Single,PhD,55000,Urban,Ford,5,1.5,18000,1,0,2,19,High
68,F,Doctor,Divorced,PhD,20000,Suburban,Mercedes,7,4.0,5000,0,3,2,28,High
26,M,Engineer,Married,None,75000,Suburban,Tesla,14,2.0,7000,3,1,2,39,High
60,M,Retired,Married,PhD,25000,Urban,Audi,9,2.0,7000,3,4,0,28,High
43,M,Doctor,Single,None,110000,Suburban,Toyota,2,2.0,15000,1,3,0,25,High
51,F,Manager,Married,None,110000,Suburban,Mercedes,12,4.0,16000,3,0,2,21,High
42,M,Artist,Widowed,Bachelor,135000,Suburban,Mercedes,12,2.0,7000,1,4,0,19,High
62,F,Student,Divorced,None,40000,Rural,Mercedes,5,1.5,13000,0,0,3,3,High
24,M,Student,Married,Master,75000,Urban,Honda,12,2.0,18000,2,4,1,36,High
35,F,Teacher,Single,None,145000,Rural,Chevrolet,4,1.5,15000,0,4,0,28,High
19,F,Doctor,Married,Master,75000,Urban,Toyota,6,3.0,14000,0,0,3,30,High
48,M,Engineer,Single,Bachelor,145000,Urban,Audi,13,3.0,17000,3,1,2,30,High
50,F,Engineer,Married,None,115000,Suburban,Tesla,8,1.5,10000,1,3,1,13,High
29,M,Teacher,Single,Bachelor,55000,Suburban,Audi,6,2.5,10000,3,2,2,29,High
23,F,Retired,Widowed,Bachelor,50000,Urban,Nissan,7,3.0,6000,3,3,0,8,High
43,M,Lawyer,Divorced,Bachelor,25000,Urban,BMW,10,2.0,17000,0,0,0,21,Medium
28,F,Artist,Divorced,PhD,125000,Suburban,Nissan,4,3.5,12000,1,0,3,31,High
21,M,Manager,Widowed,PhD,85000,Suburban,Nissan,12,3.0,7000,2,1,0,1,High
21,F,Artist,Single,Bachelor,60000,Suburban,Ford,7,2.5,16000,1,4,3,26,High
35,M,Lawyer,Single,PhD,40000,Suburban,BMW,11,2.5,18000,2,2,0,31,High
35,M,Engineer,Single,None,140000,Rural,BMW,7,3.0,10000,1,3,0,4,High
65,F,Doctor,Married,Master,20000,Urban,BMW,3,2.5,16000,3,1,1,22,High
30,M,Retired,Single,PhD,135000,Urban,Mercedes,1,2.0,18000,0,2,2,36,High
24,M,Doctor,Widowed,PhD,25000,Rural,Audi,12,3.0,11000,1,4,1,7,High
25,F,Architect,Married,Master,60000,Rural,Nissan,1,4.0,9000,0,2,2,35,High
21,F,Manager,Widowed,None,70000,Suburban,Tesla,10,2.0,17000,3,2,0,8,Medium
51,M,Architect,Divorced,PhD,145000,Suburban,Mercedes,14,2.0,17000,2,2,3,9,High
53,M,Retired,Widowed,Bachelor,35000,Urban,Ford,10,3.0,13000,2,2,2,22,High
52,F,Engineer,Divorced,Bachelor,25000,Suburban,Ford,2,2.0,14000,0,3,0,11,High
33,F,Student,Single,Master,85000,Urban,BMW,5,2.0,12000,2,2,1,2,Medium
36,M,Lawyer,Married,Master,20000,Urban,Audi,13,2.0,12000,2,2,0,30,High
68,M,Teacher,Divorced,PhD,105000,Rural,Nissan,7,3.5,16000,3,0,0,38,High
31,F,Teacher,Widowed,Bachelor,120000,Suburban,Ford,5,2.5,18000,1,4,3,28,High
18,F,Engineer,Married,PhD,65000,Rural,Tesla,4,1.5,17000,0,2,1,13,Medium
26,M,Student,Widowed,None,85000,Suburban,Toyota,11,2.5,11000,0,0,1,33,Medium
65,M,Artist,Widowed,Bachelor,20000,Rural,Mercedes,7,4.0,8000,3,4,3,10,High
31,F,Retired,Divorced,Master,145000,Suburban,Audi,5,2.0,17000,1,0,0,17,Medium
23,M,Teacher,Single,PhD,30000,Urban,Ford,13,4.0,6000,1,4,1,4,High
54,F,Lawyer,Widowed,PhD,35000,Rural,BMW,9,3.0,7000,1,2,3,38,High
23,M,Student,Married,Bachelor,40000,Urban,Nissan,11,2.5,15000,1,3,1,20,High
52,M,Manager,Single,PhD,90000,Urban,Audi,7,3.5,5000,2,1,2,33,High
50,M,Retired,Widowed,None,145000,Urban,Toyota,3,4.0,10000,0,2,2,3,High
69,F,Retired,Divorced,Master,20000,Rural,Honda,1,2.5,6000,0,1,0,17,Low
36,M,Doctor,Widowed,PhD,60000,Suburban,BMW,9,4.0,14000,3,3,0,39,High
43,F,Manager,Single,Master,75000,Suburban,Honda,12,1.5,16000,0,3,3,11,High
66,F,Engineer,Divorced,Master,70000,Urban,Honda,10,2.0,14000,2,2,1,37,High
54,F,Teacher,Married,Master,95000,Suburban,Tesla,13,2.5,14000,0,3,0,12,High
65,F,Artist,Divorced,None,50000,Rural,Audi,7,3.5,10000,1,1,2,9,High
24,F,Artist,Single,None,30000,Suburban,Chevrolet,7,3.0,12000,1,2,1,20,Medium
23,F,Lawyer,Widowed,Master,30000,Suburban,Toyota,4,2.0,13000,1,1,3,10,High
30,M,Lawyer,Divorced,Master,140000,Suburban,BMW,2,4.0,12000,3,3,1,30,High
55,F,Teacher,Married,PhD,25000,Suburban,Mercedes,4,1.5,9000,2,1,3,39,High
48,F,Architect,Single,Bachelor,140000,Urban,Ford,13,2.0,11000,1,4,0,5,High
65,M,Artist,Married,Master,40000,Rural,Mercedes,12,2.0,12000,2,4,0,32,High
66,F,Student,Single,Master,30000,Urban,Audi,10,2.0,8000,0,0,3,6,High
67,M,Lawyer,Married,PhD,45000,Rural,Nissan,6,4.0,9000,2,1,0,7,High
38,M,Lawyer,Married,Master,45000,Rural,Tesla,13,2.0,6000,0,1,3,21,High
27,M,Artist,Single,PhD,45000,Suburban,Audi,9,3.5,9000,0,1,3,34,High
63,M,Teacher,Married,None,125000,Urban,Nissan,2,1.5,17000,3,3,2,13,High
58,M,Architect,Single,None,135000,Suburban,Mercedes,10,2.0,14000,0,0,1,12,Medium
62,F,Artist,Divorced,Master,40000,Urban,Honda,8,2.0,15000,1,0,3,13,High
51,M,Doctor,Single,Master,65000,Rural,Chevrolet,6,2.0,12000,2,0,1,27,Medium
29,F,Engineer,Widowed,PhD,65000,Urban,Honda,2,4.0,8000,1,2,1,23,Medium
32,F,Engineer,Single,Bachelor,35000,Rural,Tesla,2,4.0,10000,3,4,2,15,High
54,M,Student,Widowed,Bachelor,140000,Urban,Toyota,1,2.5,11000,3,4,1,29,High
27,M,Manager,Widowed,Bachelor,90000,Urban,Nissan,12,3.0,10000,3,4,3,14,High
18,F,Artist,Divorced,None,115000,Rural,Audi,6,2.5,12000,1,1,2,35,High
57,M,Retired,Married,None,105000,Urban,Audi,2,4.0,17000,3,0,1,11,High
46,M,Architect,Married,None,65000,Suburban,Nissan,7,1.5,16000,1,1,3,32,High
39,M,Student,Married,PhD,140000,Suburban,Nissan,8,3.5,10000,3,1,0,9,Low
48,F,Teacher,Single,PhD,145000,Urban,BMW,5,3.0,14000,2,0,0,37,Medium
29,M,Manager,Married,PhD,80000,Urban,Ford,6,1.5,5000,0,4,1,19,High
32,M,Engineer,Single,None,135000,Rural,BMW,4,3.0,13000,3,1,0,22,Low
65,M,Student,Single,PhD,40000,Urban,BMW,9,3.0,15000,2,3,2,12,High
55,M,Architect,Divorced,Bachelor,100000,Urban,Toyota,12,2.5,10000,2,4,0,19,High
44,F,Architect,Married,PhD,55000,Suburban,Tesla,8,3.5,8000,3,3,3,1,High
69,M,Student,Single,Master,50000,Suburban,Ford,4,3.0,15000,2,0,1,30,High
58,F,Teacher,Widowed,Bachelor,60000,Rural,Tesla,7,2.5,11000,2,3,0,23,High
29,M,Student,Single,None,145000,Urban,Audi,8,3.5,19000,3,3,0,29,High
55,M,Retired,Widowed,Master,135000,Suburban,Audi,10,3.5,10000,0,3,3,37,High
39,M,Artist,Single,Master,35000,Rural,Tesla,12,2.0,16000,0,3,3,39,High
32,F,Retired,Divorced,Master,25000,Urban,BMW,8,4.0,5000,1,0,0,26,Medium
29,F,Student,Divorced,Master,60000,Urban,Tesla,9,4.0,9000,0,1,1,36,Medium
42,F,Architect,Married,PhD,120000,Suburban,Honda,4,2.0,9000,1,4,2,26,High
43,M,Artist,Married,Bachelor,85000,Urban,Honda,14,3.0,8000,2,3,0,32,High
59,F,Retired,Single,Bachelor,130000,Rural,Mercedes,11,2.5,11000,0,1,0,38,Low
52,M,Doctor,Single,Bachelor,100000,Rural,Honda,6,2.0,16000,0,2,2,12,High
24,M,Doctor,Single,None,125000,Rural,Mercedes,11,3.5,19000,2,2,1,20,High
64,M,Lawyer,Widowed,Bachelor,50000,Urban,Toyota,6,4.0,15000,3,1,3,13,High
60,F,Teacher,Married,Master,35000,Urban,Toyota,9,1.5,13000,3,3,0,20,High
48,F,Student,Divorced,None,125000,Rural,Nissan,2,4.0,10000,2,3,2,21,High
33,F,Student,Single,Master,40000,Suburban,BMW,4,2.5,16000,1,2,0,23,Medium
31,M,Doctor,Single,PhD,70000,Rural,Audi,14,1.5,6000,1,1,1,11,High
38,M,Student,Widowed,Bachelor,60000,Rural,BMW,5,3.0,15000,2,0,2,12,High
66,M,Manager,Widowed,Bachelor,60000,Rural,Nissan,7,3.5,13000,3,3,2,3,High
28,F,Architect,Divorced,PhD,40000,Rural,Honda,1,3.0,14000,3,1,2,14,High
61,M,Teacher,Widowed,None,80000,Urban,Tesla,4,2.0,12000,1,3,3,39,High
62,M,Doctor,Single,None,120000,Urban,Toyota,8,4.0,11000,3,2,2,34,High
47,M,Lawyer,Widowed,None,115000,Urban,Nissan,11,3.5,11000,3,3,3,6,High
22,F,Architect,Widowed,PhD,90000,Rural,Mercedes,7,2.0,5000,3,3,1,4,High
53,F,Retired,Single,PhD,120000,Urban,Honda,10,4.0,5000,0,2,3,16,High
31,M,Artist,Single,Master,95000,Rural,Honda,12,4.0,16000,1,2,0,10,High
31,M,Lawyer,Widowed,Bachelor,30000,Suburban,Audi,6,3.0,15000,0,0,0,28,Medium
27,F,Manager,Widowed,None,90000,Rural,Honda,1,2.5,19000,2,1,1,12,High
23,M,Lawyer,Single,Bachelor,100000,Suburban,Ford,14,4.0,10000,0,2,3,23,High
56,M,Student,Widowed,Master,105000,Suburban,Audi,13,3.0,16000,3,1,3,23,High
49,F,Student,Widowed,Bachelor,95000,Rural,Chevrolet,5,4.0,16000,3,1,3,2,High
29,F,Lawyer,Widowed,None,80000,Urban,Chevrolet,5,3.5,18000,3,1,0,16,High
68,M,Engineer,Divorced,Bachelor,100000,Suburban,Tesla,14,1.5,6000,3,3,0,27,High
57,M,Retired,Divorced,PhD,50000,Rural,Ford,13,4.0,9000,0,4,3,39,High
36,M,Manager,Married,Master,55000,Rural,Tesla,10,2.0,16000,0,2,2,34,High
32,M,Retired,Divorced,None,25000,Suburban,Toyota,9,2.0,13000,3,4,2,9,High
25,F,Manager,Divorced,Bachelor,50000,Rural,Toyota,10,3.5,16000,1,1,3,15,High
20,M,Doctor,Widowed,Bachelor,40000,Suburban,Chevrolet,1,3.0,12000,1,2,2,21,High
56,F,Retired,Married,None,125000,Suburban,Mercedes,6,3.5,12000,3,1,3,27,High
49,M,Manager,Divorced,Master,115000,Rural,Toyota,13,4.0,9000,0,3,0,24,High
63,M,Manager,Divorced,None,85000,Suburban,Chevrolet,12,3.0,5000,2,0,0,33,High
53,M,Manager,Widowed,None,25000,Rural,Nissan,8,2.5,12000,2,1,1,3,Medium
46,M,Engineer,Widowed,PhD,55000,Suburban,BMW,4,2.0,10000,1,1,2,32,High
26,F,Artist,Widowed,None,140000,Rural,Nissan,7,2.5,5000,0,3,2,26,High
62,F,Doctor,Widowed,Master,145000,Urban,Chevrolet,6,2.0,5000,2,0,2,16,High
63,F,Manager,Divorced,None,135000,Rural,Toyota,1,3.0,6000,1,2,1,1,Medium
28,F,Retired,Widowed,None,140000,Suburban,Honda,4,2.0,10000,1,3,3,34,High
52,F,Retired,Married,Bachelor,70000,Rural,Audi,6,2.0,19000,0,3,3,3,High
30,F,Artist,Married,Bachelor,140000,Urban,Tesla,11,3.5,9000,0,1,0,12,Low
19,M,Teacher,Married,Master,135000,Urban,Tesla,3,2.5,6000,2,1,2,24,High
27,M,Lawyer,Single,PhD,50000,Urban,Ford,9,3.5,9000,0,2,2,25,High
37,F,Student,Divorced,PhD,100000,Suburban,Nissan,4,2.5,17000,3,2,3,38,High
63,M,Student,Divorced,PhD,85000,Suburban,Honda,12,3.5,19000,3,1,2,8,High
24,F,Artist,Single,PhD,40000,Rural,Chevrolet,4,2.5,8000,3,0,0,26,Low
37,M,Lawyer,Single,PhD,105000,Rural,Toyota,1,1.5,13000,2,3,1,6,High
41,M,Architect,Widowed,None,115000,Suburban,Mercedes,1,1.5,13000,1,2,0,5,Medium
54,F,Manager,Widowed,Master,35000,Urban,BMW,8,1.5,14000,3,0,1,15,Medium
50,F,Lawyer,Widowed,None,85000,Suburban,Audi,1,1.5,8000,1,1,1,34,Medium
40,F,Artist,Divorced,Master,95000,Rural,Mercedes,2,4.0,19000,3,0,1,17,High
39,M,Teacher,Married,PhD,20000,Suburban,Honda,10,3.5,6000,2,2,0,33,Medium
19,M,Engineer,Widowed,Master,55000,Rural,Tesla,3,2.5,10000,3,3,3,4,High
67,F,Engineer,Widowed,None,130000,Rural,Toyota,5,2.5,10000,2,4,2,39,High
65,M,Artist,Divorced,None,110000,Rural,Toyota,8,2.0,16000,0,4,1,26,High
18,M,Architect,Widowed,Master,110000,Suburban,Tesla,6,2.0,8000,2,2,0,13,Low
63,M,Artist,Widowed,Bachelor,65000,Urban,Mercedes,10,4.0,15000,3,0,2,4,High
38,M,Teacher,Widowed,PhD,85000,Rural,Chevrolet,3,4.0,14000,3,2,3,12,High
29,F,Manager,Married,Master,140000,Urban,Honda,12,2.5,13000,1,2,2,12,High
62,M,Architect,Married,PhD,20000,Suburban,Honda,4,2.0,7000,3,4,0,38,High
49,F,Doctor,Divorced,Bachelor,35000,Suburban,Chevrolet,4,3.0,15000,0,4,2,26,High
42,M,Student,Widowed,Master,45000,Rural,Nissan,7,2.5,16000,1,4,3,16,High
58,F,Teacher,Married,Master,60000,Suburban,BMW,12,1.5,9000,0,3,1,21,High
60,F,Doctor,Single,Bachelor,20000,Suburban,Ford,4,1.5,14000,3,3,2,22,High
63,F,Student,Divorced,Master,70000,Suburban,Nissan,3,2.5,9000,3,4,3,22,High
46,M,Architect,Divorced,PhD,40000,Rural,Nissan,11,3.5,6000,2,0,2,35,High
64,F,Retired,Divorced,None,100000,Rural,Tesla,3,3.0,15000,3,2,0,33,High
30,M,Lawyer,Single,Bachelor,105000,Rural,Nissan,2,2.5,15000,0,4,0,33,High
23,F,Architect,Divorced,None,40000,Rural,Honda,1,4.0,13000,2,3,1,36,High
49,F,Doctor,Divorced,Bachelor,25000,Urban,Ford,5,2.0,14000,2,3,1,20,High
31,F,Engineer,Widowed,None,130000,Urban,Ford,14,4.0,13000,3,3,3,12,High
39,M,Doctor,Married,PhD,140000,Suburban,Honda,2,2.5,14000,1,2,2,26,High
48,M,Doctor,Single,PhD,20000,Suburban,Mercedes,11,2.5,11000,0,4,2,19,High
45,F,Engineer,Divorced,None,140000,Urban,Chevrolet,13,4.0,9000,0,2,2,25,High
49,F,Retired,Married,Master,105000,Suburban,Toyota,14,1.5,16000,2,1,3,30,High
32,F,Artist,Single,Bachelor,110000,Suburban,Tesla,4,3.5,10000,1,0,3,34,High
44,M,Student,Widowed,Master,60000,Suburban,Honda,9,4.0,17000,3,2,0,26,Medium
62,M,Doctor,Widowed,PhD,20000,Suburban,Tesla,1,2.5,6000,1,4,3,18,High
62,F,Retired,Divorced,PhD,45000,Rural,Mercedes,9,2.0,10000,1,4,3,23,High
41,M,Lawyer,Widowed,Master,40000,Rural,Tesla,10,1.5,14000,1,2,0,20,Medium
55,M,Lawyer,Divorced,None,35000,Rural,Audi,5,1.5,18000,3,3,3,28,High
21,M,Doctor,Single,PhD,105000,Suburban,Tesla,10,4.0,13000,1,2,3,16,High
22,M,Engineer,Single,None,110000,Rural,Audi,1,3.0,5000,1,3,3,29,High
32,M,Artist,Married,PhD,75000,Rural,Mercedes,2,3.0,7000,3,2,1,15,Medium
27,F,Lawyer,Divorced,Bachelor,60000,Urban,Mercedes,9,2.0,5000,0,2,3,12,High
55,F,Doctor,Widowed,PhD,50000,Urban,Audi,14,3.0,19000,0,3,2,39,High
22,F,Manager,Widowed,None,25000,Suburban,Nissan,3,3.5,14000,2,1,3,28,High
38,M,Architect,Married,Bachelor,95000,Suburban,Mercedes,10,3.0,9000,2,2,2,38,High
61,F,Teacher,Divorced,None,140000,Urban,Mercedes,8,2.0,5000,0,4,2,35,High
63,M,Architect,Divorced,None,120000,Urban,Honda,8,3.0,14000,0,1,3,19,High
54,M,Architect,Divorced,PhD,90000,Rural,Chevrolet,13,4.0,5000,0,3,2,21,High
33,F,Manager,Divorced,Master,130000,Suburban,Mercedes,2,3.5,9000,0,3,1,27,High
43,F,Doctor,Married,Master,145000,Suburban,Tesla,14,3.5,12000,0,4,0,1,High
23,M,Architect,Divorced,PhD,140000,Urban,Ford,2,3.5,9000,1,3,2,16,High
51,F,Student,Widowed,Master,45000,Urban,BMW,9,1.5,7000,1,4,3,36,High
30,M,Doctor,Divorced,Master,120000,Rural,Honda,2,2.5,14000,1,4,0,9,High
54,F,Artist,Divorced,PhD,75000,Urban,BMW,7,3.5,16000,2,1,2,5,High
41,F,Architect,Widowed,Bachelor,35000,Urban,Nissan,5,2.0,8000,3,4,3,6,High
63,F,Artist,Single,None,45000,Urban,Chevrolet,5,3.0,7000,3,2,0,8,High
38,F,Teacher,Divorced,Master,60000,Suburban,Ford,4,3.5,19000,1,3,2,38,High
34,F,Doctor,Single,Bachelor,40000,Urban,Audi,8,2.5,6000,2,1,3,36,High
29,M,Retired,Divorced,PhD,80000,Urban,Honda,10,1.5,11000,3,2,1,38,Medium
54,M,Engineer,Single,Bachelor,65000,Urban,Mercedes,3,3.5,19000,0,1,0,34,High
27,M,Engineer,Single,Bachelor,65000,Rural,Ford,7,1.5,18000,1,4,1,17,High
23,M,Artist,Single,Bachelor,65000,Suburban,Honda,10,2.0,7000,1,4,1,13,High
30,F,Teacher,Married,None,135000,Urban,Audi,8,3.0,10000,1,0,3,8,High
53,F,Architect,Divorced,PhD,60000,Suburban,Nissan,5,3.0,12000,2,1,0,39,Medium
48,M,Lawyer,Divorced,PhD,95000,Urban,Audi,3,3.5,18000,2,1,0,36,High
44,F,Manager,Single,None,95000,Rural,Nissan,2,3.0,15000,1,0,3,34,High
28,M,Retired,Single,None,145000,Urban,Tesla,10,1.5,5000,1,2,3,32,High
35,M,Architect,Widowed,PhD,80000,Suburban,Chevrolet,1,3.0,13000,0,0,3,34,High
67,M,Student,Widowed,Master,25000,Urban,Audi,13,3.0,18000,0,3,1,18,High
58,F,Artist,Divorced,PhD,125000,Rural,Chevrolet,7,4.0,13000,1,1,1,37,Medium
34,M,Retired,Widowed,PhD,145000,Rural,Honda,8,3.0,11000,2,0,2,22,High
57,M,Student,Single,Master,60000,Urban,Ford,10,3.5,10000,3,1,2,11,High
23,F,Architect,Single,Master,115000,Urban,Nissan,5,2.0,14000,0,2,1,9,Medium
48,F,Teacher,Single,Bachelor,20000,Rural,BMW,9,2.5,6000,2,1,3,15,High
50,M,Manager,Widowed,None,40000,Rural,Toyota,14,3.5,7000,0,1,0,36,High
56,F,Teacher,Married,Master,125000,Rural,Toyota,10,3.5,12000,3,0,2,11,High
26,M,Architect,Divorced,Bachelor,90000,Suburban,Nissan,13,3.0,15000,2,2,1,8,High
48,F,Manager,Divorced,Master,100000,Rural,Nissan,12,2.0,13000,2,2,2,4,High
22,F,Engineer,Single,None,35000,Suburban,Ford,4,2.5,13000,2,4,1,6,High
54,F,Artist,Married,Master,95000,Urban,Chevrolet,6,1.5,16000,3,3,0,16,High
63,M,Architect,Widowed,None,70000,Urban,Honda,10,1.5,16000,1,4,0,15,High
57,M,Manager,Divorced,Master,35000,Suburban,Nissan,7,1.5,6000,0,1,3,28,High
36,F,Retired,Divorced,PhD,95000,Suburban,Tesla,6,3.0,10000,3,1,2,26,High
23,F,Manager,Divorced,Bachelor,75000,Suburban,BMW,11,3.5,17000,3,2,3,27,High
60,F,Teacher,Single,PhD,80000,Rural,Ford,2,2.5,10000,2,2,3,28,High
25,F,Doctor,Divorced,Master,25000,Urban,Toyota,10,3.5,14000,0,0,2,4,High
