name,age,gender,occupation,marital_status,education_level,annual_income,residential_location,vehicle_make,vehicle_age,engine_size,mileage_driven_annually,accident_history,traffic_violations,claims_history,license_duration
UBIHJ,23,F,Retired,Married,Bachelor,110000,Rural,Nissan,13,3.5,16000,3,4,3,27
TLADQ,37,M,Lawyer,Single,None,55000,Rural,BMW,7,3.5,17000,1,4,2,1
RZEJT,65,F,Manager,Widowed,Master,120000,Rural,Chevrolet,7,3,12000,0,3,3,19
RNTUK,41,F,Doctor,Single,Master,115000,Urban,Nissan,6,1.5,9000,2,0,2,34
JPRGK,30,M,Student,Divorced,PhD,95000,Suburban,BMW,12,2,7000,0,4,3,28
LHOXY,44,M,Teacher,Single,PhD,115000,Urban,Toyota,2,4,14000,3,2,1,11
DPTZU,67,F,Manager,Married,None,25000,Urban,Nissan,9,2.5,17000,0,4,2,37
UBOBM,59,M,Engineer,Single,Master,105000,Rural,Toyota,11,1.5,17000,0,3,3,26
OXPVX,37,M,Manager,Widowed,None,145000,Suburban,BMW,2,3.5,10000,3,0,1,12
AAFOT,36,F,Engineer,Widowed,Master,60000,Urban,Tesla,6,2,6000,2,0,0,4
OXRME,27,F,Teacher,Widowed,Master,50000,Urban,Mercedes,6,4,12000,1,3,2,19
VPMZG,58,M,Artist,Single,PhD,115000,Urban,Ford,9,3,14000,2,2,2,26
BXMDO,65,F,Student,Single,Bachelor,60000,Urban,Chevrolet,1,2.5,15000,1,0,3,3
ILYJC,20,F,Teacher,Divorced,Master,80000,Suburban,Audi,3,2.5,16000,3,3,0,21
CSFSL,48,M,Retired,Widowed,PhD,130000,Suburban,Chevrolet,11,2,11000,2,3,2,25
WGUCH,26,M,Retired,Married,Master,130000,Suburban,Chevrolet,3,3.5,7000,2,1,1,34
NCCSF,64,M,Teacher,Married,Bachelor,115000,Suburban,Nissan,3,4,6000,3,4,0,35
JZYZK,20,F,Architect,Married,Bachelor,70000,Rural,Ford,5,2.5,7000,1,1,1,28
THDTY,36,F,Architect,Single,None,105000,Rural,BMW,3,3.5,7000,2,1,1,29
WKQRV,36,M,Teacher,Widowed,PhD,95000,Suburban,Ford,13,2,17000,1,0,2,39
QYNGX,43,M,Lawyer,Single,PhD,90000,Suburban,Toyota,14,3.5,11000,1,2,0,20
LEHPL,60,M,Teacher,Divorced,Master,45000,Suburban,Chevrolet,13,1.5,5000,1,3,3,8
NREMY,39,M,Lawyer,Single,PhD,65000,Urban,Nissan,1,2,5000,3,4,0,10
RXLBA,63,M,Manager,Widowed,Master,140000,Urban,Tesla,10,2.5,6000,1,4,0,2
CEJHO,32,F,Artist,Divorced,Master,115000,Urban,Nissan,2,4,14000,2,1,3,22
PKIBG,51,F,Architect,Married,Bachelor,120000,Suburban,Mercedes,2,2.5,9000,1,0,2,39
KIMAC,43,F,Engineer,Married,Bachelor,110000,Rural,Ford,14,2,11000,2,2,1,12
WDXIO,57,M,Retired,Single,Master,40000,Rural,Nissan,1,4,16000,0,4,3,19
FFQOU,27,F,Teacher,Single,PhD,75000,Rural,Ford,14,3,6000,2,4,3,25
PIPUK,39,M,Student,Divorced,Bachelor,80000,Urban,BMW,2,2.5,19000,1,3,0,20
DLJFZ,57,M,Architect,Divorced,PhD,30000,Urban,BMW,3,3,9000,2,4,3,9
WOOWS,53,F,Lawyer,Single,PhD,50000,Suburban,Ford,3,3,12000,3,1,3,25
PMTWZ,35,M,Retired,Widowed,PhD,85000,Urban,BMW,2,2,6000,1,4,0,13
ZSCWE,45,F,Teacher,Single,PhD,125000,Urban,Toyota,10,2,9000,3,4,2,11
QGTAX,34,F,Doctor,Divorced,PhD,55000,Urban,Mercedes,9,4,17000,0,1,0,32
AEZIN,45,F,Architect,Divorced,None,110000,Suburban,Honda,9,3.5,13000,0,0,2,4
BWSCT,21,F,Retired,Divorced,PhD,65000,Rural,Mercedes,13,1.5,16000,2,0,3,37
DHNQY,38,F,Architect,Divorced,Bachelor,110000,Suburban,BMW,10,4,17000,2,2,3,7
PYZIK,50,M,Teacher,Single,None,20000,Urban,Ford,14,2,9000,1,3,2,7
JOQHM,18,M,Manager,Widowed,PhD,95000,Suburban,Nissan,4,3,6000,2,3,1,35
VQALP,68,F,Doctor,Married,None,80000,Urban,BMW,7,2,13000,3,0,2,30
YARZP,34,M,Retired,Single,None,25000,Urban,BMW,4,1.5,14000,2,1,1,35
SUYZW,24,F,Teacher,Divorced,PhD,30000,Rural,Nissan,14,2.5,18000,2,2,3,17
MSZRW,51,M,Artist,Divorced,Master,30000,Urban,BMW,4,1.5,6000,3,0,3,4
UEPQS,27,F,Doctor,Divorced,Bachelor,25000,Urban,Mercedes,4,3.5,11000,2,2,2,13
SZUGD,19,M,Manager,Married,None,145000,Urban,Tesla,8,2,17000,2,0,1,37
AVTEX,20,M,Retired,Single,Master,95000,Suburban,Chevrolet,6,2,13000,1,4,0,9
RKQFK,18,M,Engineer,Widowed,Bachelor,45000,Urban,Honda,8,4,6000,3,2,1,33
FIHFU,28,F,Manager,Married,Bachelor,65000,Suburban,BMW,13,2,19000,3,0,1,29
PDNVL,28,M,Manager,Divorced,PhD,95000,Rural,Chevrolet,6,2,16000,0,4,0,12
ETSVN,44,F,Lawyer,Married,Bachelor,65000,Urban,Mercedes,8,1.5,7000,1,4,2,27
AGSKV,52,M,Teacher,Widowed,PhD,110000,Urban,Tesla,13,2,13000,3,4,0,13
BPZVW,51,F,Teacher,Divorced,Bachelor,50000,Rural,Audi,1,3.5,7000,0,3,1,10
PXNMO,34,M,Student,Married,Master,45000,Urban,Audi,8,2,18000,0,2,0,11
CSJDW,25,M,Student,Widowed,PhD,40000,Rural,Nissan,1,2.5,9000,2,0,1,5
NSYUM,19,F,Teacher,Divorced,Bachelor,60000,Rural,Nissan,10,4,16000,0,1,0,22
IFSKK,67,F,Architect,Married,Bachelor,120000,Urban,Honda,1,2,19000,2,4,0,20
XXDMU,32,F,Engineer,Married,PhD,75000,Suburban,Tesla,14,1.5,19000,1,0,1,7
RPFUA,35,M,Lawyer,Married,Master,60000,Urban,BMW,5,3,17000,1,0,3,12
CEZIB,59,M,Architect,Married,None,45000,Rural,Mercedes,8,3,6000,0,4,3,38
AAWNA,62,F,Retired,Divorced,Bachelor,120000,Rural,Tesla,8,3,18000,2,2,3,16
WUPJB,46,F,Lawyer,Single,None,105000,Urban,Toyota,5,3.5,13000,1,1,1,28
IZOGS,45,M,Artist,Single,PhD,25000,Suburban,Honda,2,2.5,18000,3,0,2,15
CYNYL,37,M,Doctor,Married,Master,80000,Rural,Tesla,11,3.5,5000,0,0,3,7
LSTCQ,33,F,Manager,Married,Bachelor,75000,Urban,Chevrolet,3,3.5,10000,0,1,0,34
AKCDC,28,M,Teacher,Divorced,Master,75000,Rural,Chevrolet,6,2,16000,3,1,1,18
EQYTK,69,M,Manager,Single,Bachelor,95000,Rural,Audi,8,3.5,10000,0,4,0,20
FCIPO,46,M,Artist,Single,PhD,85000,Suburban,BMW,3,4,14000,0,4,2,24
APAKN,43,F,Doctor,Divorced,PhD,75000,Urban,Mercedes,6,2.5,15000,0,4,0,37
KARQP,44,M,Doctor,Single,Master,60000,Rural,Nissan,6,2.5,12000,2,4,1,33
CQABG,49,M,Student,Single,None,120000,Suburban,Mercedes,8,1.5,16000,0,1,0,14
ZVSVE,52,M,Retired,Married,None,95000,Urban,Honda,14,2,6000,1,2,3,4
QBUPM,69,F,Engineer,Widowed,PhD,35000,Rural,BMW,5,2.5,6000,0,2,3,21
LOLGB,56,F,Architect,Widowed,Master,140000,Urban,Honda,1,4,17000,0,2,2,20
XGJBQ,26,M,Doctor,Married,PhD,95000,Urban,Nissan,7,2,8000,0,3,3,16
LVFKU,36,M,Doctor,Married,Bachelor,105000,Suburban,Tesla,2,1.5,13000,0,0,3,37
CVHCM,64,F,Lawyer,Divorced,Bachelor,135000,Urban,Chevrolet,6,3,12000,3,4,0,10
HDDLT,56,F,Teacher,Divorced,None,40000,Urban,Mercedes,10,3.5,11000,3,0,2,9
OZXFU,56,M,Retired,Married,None,140000,Rural,BMW,14,3,16000,0,2,0,37
ZAEQU,68,F,Artist,Widowed,Bachelor,115000,Suburban,Tesla,11,1.5,19000,3,0,3,28
PLMLG,67,M,Doctor,Married,PhD,75000,Rural,Nissan,11,3.5,12000,3,2,3,33
TUTLB,33,F,Artist,Married,Master,115000,Suburban,BMW,9,4,14000,3,3,0,24
EYMCF,59,F,Architect,Divorced,Master,80000,Rural,Honda,4,4,8000,0,2,2,15
DKELT,53,F,Doctor,Widowed,None,25000,Urban,Ford,11,2,7000,3,4,2,36
URCZO,47,M,Doctor,Married,None,45000,Suburban,BMW,6,2,16000,3,4,0,22
OJNMD,32,F,Retired,Married,Master,40000,Rural,Audi,5,3.5,15000,2,1,1,32
SVTXS,24,M,Student,Widowed,PhD,35000,Rural,Mercedes,6,2.5,9000,1,4,2,10
ACVFY,44,M,Doctor,Widowed,PhD,120000,Suburban,Toyota,1,1.5,19000,2,4,0,37
LEVII,66,F,Retired,Widowed,PhD,95000,Rural,Mercedes,3,4,17000,0,1,2,11
RFCIQ,45,M,Architect,Single,Bachelor,35000,Rural,Tesla,5,3.5,19000,3,2,0,11
ZPEGJ,32,F,Engineer,Divorced,Master,35000,Urban,BMW,10,3,10000,3,2,3,19
KTTKG,36,F,Engineer,Married,None,125000,Suburban,Mercedes,5,3.5,12000,0,2,3,28
HJUSP,66,F,Architect,Divorced,Master,55000,Rural,Tesla,5,2,9000,2,3,3,31
CJULB,42,F,Student,Widowed,PhD,45000,Rural,BMW,12,3,16000,3,3,3,27
GDHRB,25,F,Artist,Single,None,50000,Urban,Toyota,5,2.5,9000,3,4,3,27
FJGNQ,53,F,Manager,Married,Bachelor,115000,Rural,Mercedes,13,2,17000,0,1,2,23
CZXJH,40,F,Architect,Divorced,Master,120000,Rural,BMW,12,2,19000,3,3,2,16
XRKQQ,55,F,Manager,Single,PhD,135000,Rural,Honda,12,1.5,6000,1,4,0,32
QQBYG,27,F,Retired,Married,Master,75000,Urban,Audi,13,3.5,16000,0,3,0,13
MWRMD,59,F,Engineer,Married,Bachelor,50000,Urban,Audi,13,3.5,14000,0,1,3,37
KOFKA,49,F,Doctor,Married,Master,45000,Urban,Toyota,6,3,5000,1,2,0,36
DALZM,35,F,Doctor,Widowed,None,50000,Urban,Mercedes,7,2.5,14000,2,0,1,3
IPFEH,61,M,Retired,Widowed,None,95000,Urban,Ford,14,4,5000,3,0,0,38
ECAPG,51,F,Teacher,Widowed,Bachelor,90000,Rural,Toyota,11,1.5,10000,0,0,0,29
OLENW,29,M,Lawyer,Single,Master,60000,Rural,Tesla,6,3.5,17000,3,3,0,3
MYJIW,35,M,Student,Widowed,Master,70000,Suburban,Mercedes,2,2.5,13000,1,0,3,5
NVGTX,42,M,Artist,Divorced,Master,95000,Urban,Tesla,13,3.5,17000,0,1,0,39
WHIYD,60,M,Architect,Married,Bachelor,45000,Suburban,Honda,12,3,10000,3,0,2,23
TFDLQ,18,M,Lawyer,Single,PhD,40000,Suburban,Audi,7,4,6000,1,3,1,6
ASPAE,55,F,Engineer,Married,PhD,95000,Urban,Audi,10,1.5,18000,2,3,3,37
JUPSO,28,F,Doctor,Widowed,Bachelor,65000,Urban,Nissan,8,4,18000,2,1,1,2
ZDHFZ,30,M,Student,Married,None,60000,Rural,Toyota,1,4,7000,0,3,0,9
TQDIZ,18,F,Retired,Married,Bachelor,35000,Suburban,Toyota,13,3,5000,0,4,2,4
XBYPK,60,F,Artist,Widowed,Bachelor,140000,Rural,Ford,7,4,17000,1,4,3,24
EOZGO,58,M,Teacher,Widowed,Bachelor,110000,Urban,Audi,11,2,13000,0,0,3,12
DITWS,31,F,Student,Divorced,Master,110000,Rural,Mercedes,8,4,16000,2,2,3,11
LOVOR,23,F,Student,Married,Bachelor,70000,Urban,Nissan,9,3.5,8000,3,2,3,11
CSVXA,52,F,Retired,Widowed,Bachelor,90000,Rural,Ford,14,4,9000,1,3,0,25
VMMAQ,38,F,Retired,Married,Bachelor,95000,Urban,Ford,6,2.5,15000,0,0,3,29
HMPJM,69,F,Manager,Widowed,None,100000,Urban,Ford,3,3,10000,0,0,1,10
ODZCH,53,F,Manager,Divorced,None,65000,Rural,Mercedes,13,1.5,15000,3,3,2,1
VQDIU,43,M,Artist,Divorced,PhD,90000,Urban,Toyota,4,2.5,11000,1,1,0,2
LNJKP,18,M,Architect,Widowed,Master,35000,Suburban,Chevrolet,1,2,7000,2,3,1,34
TOEVU,44,F,Architect,Single,None,35000,Urban,Nissan,4,2.5,12000,3,1,0,11
EMOHC,60,M,Student,Single,Bachelor,130000,Rural,BMW,9,2,15000,1,4,1,33
BJCYL,34,F,Teacher,Married,PhD,130000,Urban,Honda,8,2.5,17000,3,0,3,26
MBCCL,68,M,Artist,Single,Bachelor,105000,Urban,Audi,4,1.5,19000,1,2,1,24
MLQSW,31,M,Engineer,Married,PhD,110000,Suburban,Mercedes,4,2.5,8000,1,2,2,28
DNJHG,27,M,Teacher,Widowed,None,110000,Suburban,Tesla,9,1.5,14000,2,2,3,16
DIBTD,43,F,Doctor,Single,Master,115000,Rural,Mercedes,7,2,10000,0,2,3,23
ZNITF,26,F,Manager,Single,Master,140000,Urban,Audi,10,1.5,14000,2,4,1,14
JGKRE,41,M,Architect,Married,PhD,75000,Rural,BMW,13,1.5,5000,2,0,3,4
CYFIM,30,M,Engineer,Married,None,30000,Rural,Honda,5,3,6000,1,4,2,12
WJIEN,59,F,Student,Married,Bachelor,95000,Suburban,Chevrolet,2,1.5,17000,1,3,0,36
POGGM,38,F,Engineer,Married,PhD,20000,Suburban,Ford,2,2,8000,0,3,0,9
COAJV,64,M,Architect,Divorced,Bachelor,75000,Suburban,Chevrolet,12,3.5,6000,3,4,0,20
SGRDH,54,M,Manager,Divorced,Bachelor,60000,Urban,Ford,1,2.5,17000,0,4,2,23
JRILW,27,F,Architect,Widowed,Bachelor,80000,Rural,Tesla,9,3,7000,2,4,0,38
GRIEB,29,F,Architect,Single,Bachelor,140000,Suburban,Honda,10,3,5000,0,0,3,24
YCOLD,39,M,Teacher,Divorced,None,25000,Rural,Mercedes,7,2.5,15000,3,3,3,15
HYLED,60,M,Retired,Married,Master,65000,Rural,Mercedes,8,2.5,7000,1,1,3,28
ZMMXD,43,M,Teacher,Widowed,PhD,45000,Rural,Nissan,6,4,19000,1,4,3,32
JSUKB,49,M,Artist,Married,Master,140000,Rural,Toyota,9,3.5,18000,2,2,0,10
SWHCL,51,F,Artist,Married,Master,145000,Suburban,Audi,2,3.5,7000,3,3,3,38
CNYFQ,50,M,Lawyer,Married,Bachelor,35000,Suburban,BMW,1,2.5,9000,3,2,0,4
KYLTF,24,F,Engineer,Single,PhD,65000,Urban,Ford,13,3,8000,0,4,0,27
LKIEP,31,M,Retired,Married,Bachelor,135000,Suburban,BMW,3,2,6000,3,3,3,28
ZDGVP,38,M,Manager,Divorced,Bachelor,140000,Suburban,Audi,12,2.5,17000,3,1,0,8
EEBIG,32,F,Manager,Single,None,35000,Urban,Nissan,11,3,8000,0,4,0,3
NVVKE,24,M,Engineer,Widowed,Master,120000,Rural,Toyota,9,4,5000,0,3,1,37
BERZN,18,F,Engineer,Divorced,PhD,35000,Rural,BMW,8,1.5,10000,3,3,3,9
QANNS,27,F,Lawyer,Widowed,Master,90000,Rural,Mercedes,5,2.5,10000,3,0,1,6
VWGNZ,40,F,Artist,Married,Bachelor,40000,Rural,Chevrolet,2,1.5,11000,1,0,1,24
OEULX,24,F,Architect,Married,Bachelor,70000,Suburban,Ford,5,2,6000,3,4,3,3
MWZVW,67,F,Teacher,Married,PhD,110000,Rural,Toyota,1,4,15000,3,4,1,32
RWFTG,63,M,Engineer,Single,Master,65000,Rural,Nissan,11,3,14000,1,1,0,29
TIQKU,20,M,Manager,Single,PhD,40000,Suburban,Nissan,4,2,7000,3,0,3,1
LIMRR,25,F,Artist,Widowed,None,145000,Rural,Mercedes,6,1.5,18000,0,2,2,23
PRIFX,50,M,Engineer,Married,None,115000,Suburban,Nissan,8,3,8000,0,0,2,24
ZUOAW,40,F,Retired,Divorced,PhD,65000,Suburban,Mercedes,14,2.5,12000,2,3,0,7
FFUJY,46,F,Student,Divorced,PhD,105000,Suburban,Toyota,14,3,6000,3,0,3,38
ESGEX,42,M,Retired,Widowed,Master,100000,Rural,Mercedes,6,4,6000,3,2,1,37
KQARS,43,F,Artist,Divorced,PhD,55000,Urban,BMW,3,2,16000,1,4,1,11
QTRJD,57,M,Doctor,Single,PhD,50000,Urban,Toyota,7,3.5,11000,1,0,0,4
HFTZE,62,M,Lawyer,Divorced,PhD,45000,Rural,Tesla,3,2,8000,3,0,0,35
YDNOI,66,F,Artist,Married,Bachelor,125000,Suburban,Mercedes,1,3,5000,1,1,3,36
VAWCQ,22,M,Engineer,Single,None,85000,Suburban,Nissan,7,1.5,7000,3,4,3,5
WUUJW,61,M,Lawyer,Widowed,Master,35000,Urban,Audi,8,2,13000,1,4,1,36
VSBMB,54,F,Artist,Single,PhD,100000,Suburban,Honda,14,3,13000,3,1,2,11
FZCBG,50,F,Architect,Married,Bachelor,55000,Suburban,Nissan,11,1.5,12000,2,0,0,15
DIHLF,40,M,Manager,Divorced,Master,65000,Rural,BMW,2,3,16000,1,2,0,39
MZUIX,40,F,Retired,Single,PhD,35000,Suburban,Mercedes,10,4,9000,2,3,0,28
GDETE,21,M,Retired,Single,Master,105000,Rural,BMW,12,4,19000,3,2,2,1
TYIQB,51,M,Retired,Single,Bachelor,95000,Rural,Mercedes,11,1.5,17000,3,0,3,1
XMPLW,55,F,Artist,Single,None,70000,Suburban,Nissan,4,4,10000,3,1,3,18
DTVWH,34,F,Engineer,Single,Bachelor,115000,Rural,BMW,9,2.5,13000,2,2,1,10
FEWHD,67,F,Retired,Married,None,30000,Urban,BMW,2,2.5,5000,1,4,2,3
SLSOJ,28,F,Artist,Single,Bachelor,90000,Rural,Mercedes,9,1.5,18000,3,2,3,32
HLKWD,66,F,Artist,Widowed,PhD,110000,Suburban,Tesla,8,2.5,13000,1,2,0,3
AXUZG,26,M,Doctor,Married,Bachelor,105000,Urban,Nissan,6,1.5,8000,2,0,2,12
LWSBT,64,F,Artist,Divorced,PhD,60000,Suburban,Ford,13,4,13000,1,3,3,3
ZQLMA,61,M,Student,Divorced,None,50000,Rural,Mercedes,6,2.5,11000,0,4,3,9
FUUUD,28,M,Manager,Widowed,PhD,135000,Rural,BMW,12,3.5,11000,2,4,1,21
UWSQT,48,M,Artist,Single,None,110000,Suburban,Honda,13,3,14000,2,4,2,27
BHNOA,66,F,Teacher,Widowed,Bachelor,95000,Urban,Audi,6,3.5,13000,3,4,2,9
OYWWX,41,F,Lawyer,Divorced,Bachelor,75000,Suburban,Tesla,8,3.5,6000,1,0,1,27
BVAOF,61,M,Architect,Married,Master,100000,Suburban,Audi,14,3.5,5000,1,0,3,33
MMCYW,31,M,Artist,Widowed,None,130000,Urban,Ford,7,2,11000,3,4,2,16
CYCER,24,F,Engineer,Widowed,PhD,55000,Suburban,Mercedes,10,2,6000,3,1,1,32
XABPC,30,F,Retired,Divorced,PhD,120000,Rural,Honda,2,3.5,15000,2,4,2,10
DFHKZ,26,M,Manager,Divorced,Bachelor,125000,Rural,Nissan,7,2.5,15000,0,4,2,34
UBEXS,69,F,Doctor,Single,Master,120000,Rural,BMW,6,1.5,6000,2,1,2,4
UNORJ,61,M,Architect,Single,Master,135000,Urban,Ford,5,2.5,11000,0,2,0,6
DBPPK,64,M,Engineer,Single,PhD,65000,Rural,Audi,6,1.5,17000,0,2,3,2
LVKJG,27,F,Engineer,Divorced,None,135000,Rural,Mercedes,12,2,7000,0,2,1,1
JMYUA,30,M,Student,Widowed,PhD,80000,Urban,Honda,12,2,5000,1,0,1,26
DNMTU,58,M,Doctor,Divorced,None,50000,Rural,Ford,6,3,6000,1,3,3,34
CDPGI,64,F,Doctor,Married,Master,135000,Urban,Nissan,9,4,18000,0,3,0,35
CSIJP,35,F,Teacher,Married,Master,75000,Rural,Ford,4,2,15000,0,0,3,23
SBGDV,68,M,Artist,Divorced,Bachelor,115000,Suburban,Audi,11,2.5,6000,3,0,1,13
POAMF,61,M,Architect,Single,Master,50000,Rural,Tesla,12,2,8000,0,0,2,2
ISUZY,68,F,Architect,Married,None,80000,Urban,Chevrolet,1,1.5,16000,0,0,3,5
TALVC,69,F,Manager,Married,Bachelor,80000,Rural,Tesla,9,3.5,6000,3,3,2,26
QYJWU,33,M,Doctor,Married,Master,115000,Urban,Chevrolet,14,1.5,13000,3,0,0,8
WHGJP,27,F,Engineer,Widowed,Master,25000,Suburban,Ford,7,3.5,10000,1,4,0,25
CYNTE,42,M,Architect,Single,PhD,135000,Rural,Tesla,3,4,9000,1,4,2,9
QCQBF,52,F,Teacher,Married,Master,50000,Rural,Toyota,1,4,16000,2,4,0,29
JBWCR,45,M,Architect,Widowed,PhD,105000,Urban,Chevrolet,14,3,7000,2,3,3,23
QZUIJ,62,F,Doctor,Divorced,Master,50000,Urban,BMW,13,2,16000,3,3,2,32
FPQNB,62,M,Student,Widowed,Bachelor,130000,Rural,Tesla,8,2,12000,3,0,1,1
RRIYO,56,F,Teacher,Widowed,Bachelor,130000,Urban,Tesla,2,3.5,7000,1,4,0,4
GHDTR,35,M,Engineer,Single,None,125000,Rural,Ford,9,2,12000,2,1,1,9
CWQGR,35,F,Artist,Married,None,140000,Suburban,Mercedes,7,2.5,11000,3,2,0,28
SWDZM,56,M,Retired,Widowed,Master,105000,Urban,Ford,7,3.5,10000,2,0,0,8
PRRNV,33,F,Student,Single,None,90000,Rural,Honda,7,4,8000,2,4,3,8
JNDRS,21,M,Student,Divorced,PhD,20000,Urban,Mercedes,11,3.5,16000,3,3,2,32
KNLGR,40,F,Engineer,Divorced,Bachelor,50000,Urban,Chevrolet,11,2.5,7000,3,2,2,38
AMFUP,33,F,Student,Widowed,Master,85000,Urban,Audi,8,1.5,8000,0,1,3,17
GJYLU,52,F,Lawyer,Widowed,Master,20000,Urban,Tesla,5,3.5,7000,2,3,2,37
GPGXB,18,F,Lawyer,Married,Bachelor,125000,Suburban,Mercedes,5,2,10000,1,1,3,15
HXTFE,27,F,Artist,Married,PhD,25000,Urban,Ford,9,2.5,6000,2,1,0,31
TQDMV,39,M,Teacher,Married,Master,125000,Urban,Ford,4,3,17000,1,3,0,6
XJBXV,23,F,Manager,Single,Master,65000,Rural,Honda,2,1.5,12000,0,2,1,18
PQLJG,56,M,Architect,Married,PhD,65000,Urban,Nissan,2,1.5,11000,2,1,0,7
VDOHX,53,M,Engineer,Widowed,Bachelor,65000,Rural,Nissan,6,4,8000,2,3,2,18
OLRVF,58,M,Manager,Single,Master,55000,Urban,Toyota,6,2,18000,2,1,3,9
FVIGE,18,F,Architect,Divorced,Bachelor,25000,Rural,Tesla,8,2.5,13000,0,3,1,22
YWPZU,20,M,Manager,Widowed,Master,75000,Suburban,Tesla,11,2.5,17000,1,4,1,36
VFCCC,23,F,Retired,Married,Bachelor,20000,Rural,Tesla,6,3,16000,1,1,3,11
ZZEHG,64,F,Student,Married,Bachelor,115000,Urban,Honda,12,3,12000,2,1,2,11
NINIJ,46,M,Teacher,Married,Master,125000,Rural,BMW,5,1.5,13000,2,0,0,38
QOALL,59,F,Artist,Single,Master,120000,Urban,Ford,11,1.5,8000,3,1,1,34
GCTQI,41,M,Engineer,Married,None,65000,Suburban,Chevrolet,2,1.5,11000,0,2,3,36
WJBJU,66,M,Teacher,Widowed,Master,60000,Suburban,Mercedes,5,2.5,9000,3,4,2,36
ROFAE,38,F,Architect,Divorced,PhD,110000,Suburban,Audi,1,3.5,11000,3,0,0,26
TLCQZ,22,F,Architect,Married,PhD,30000,Suburban,Nissan,12,2,19000,0,0,3,9
NKRVA,62,F,Architect,Divorced,Bachelor,125000,Suburban,Nissan,4,4,15000,3,1,3,4
VFIYG,42,M,Lawyer,Married,Master,115000,Urban,Mercedes,14,2.5,10000,1,0,2,12
ROYWO,45,M,Student,Married,Bachelor,125000,Urban,Chevrolet,3,1.5,14000,1,2,1,38
RJQAE,51,F,Manager,Single,PhD,145000,Suburban,Ford,6,3.5,7000,3,1,3,38
HSJPJ,47,M,Student,Widowed,Bachelor,85000,Suburban,BMW,6,1.5,13000,1,4,3,20
SNQEZ,48,F,Retired,Married,Bachelor,75000,Urban,Tesla,3,3.5,8000,2,0,0,36
SGGBG,40,M,Student,Widowed,None,120000,Suburban,Ford,3,3,9000,0,0,1,15
NCJCT,39,F,Student,Married,PhD,90000,Rural,Audi,3,2,14000,0,0,1,11
WDLQQ,30,M,Retired,Widowed,None,145000,Suburban,Audi,1,3.5,16000,0,3,3,21
YISNW,66,F,Retired,Divorced,None,35000,Suburban,Ford,8,1.5,12000,3,1,1,28
AMSTW,30,F,Lawyer,Widowed,Master,65000,Rural,Tesla,1,2.5,6000,0,1,3,14
BTIQW,32,M,Engineer,Single,PhD,50000,Rural,Ford,1,3.5,19000,2,0,1,13
XOTOE,21,F,Teacher,Divorced,Master,60000,Rural,Chevrolet,12,3,8000,0,0,1,37
AEIEF,19,M,Architect,Single,Master,140000,Rural,Toyota,14,2.5,10000,0,2,1,5
BGURX,63,M,Engineer,Widowed,Bachelor,75000,Urban,BMW,12,4,19000,1,4,1,13
EJJGK,67,F,Architect,Widowed,Master,105000,Suburban,Audi,14,1.5,8000,2,2,2,35
BMOKE,60,F,Retired,Divorced,PhD,75000,Urban,BMW,4,2.5,8000,0,4,1,5
AHHBO,39,M,Manager,Widowed,Bachelor,110000,Urban,Tesla,14,2.5,9000,1,4,3,7
DLSNM,31,F,Manager,Divorced,Bachelor,45000,Urban,Audi,2,1.5,19000,1,0,3,25
VZVUZ,69,M,Manager,Widowed,Bachelor,100000,Rural,Toyota,3,2,19000,3,1,3,25
BWTZA,21,F,Architect,Divorced,PhD,55000,Rural,Audi,6,2,14000,2,0,0,34
GJNNU,59,M,Engineer,Divorced,None,55000,Rural,Ford,1,3.5,18000,1,3,2,39
XRXXD,29,M,Architect,Married,Bachelor,125000,Suburban,Honda,7,1.5,7000,2,1,2,32
RFGVS,19,F,Artist,Single,Bachelor,145000,Rural,Honda,13,2.5,8000,2,0,3,15
YJTRW,42,F,Engineer,Divorced,None,110000,Suburban,Mercedes,7,3,10000,2,3,1,22
OXXYV,40,F,Retired,Widowed,None,25000,Suburban,Toyota,2,4,17000,3,4,3,34
AELJD,59,F,Retired,Married,None,30000,Suburban,Toyota,5,4,9000,3,1,1,39
SLOBN,53,M,Manager,Divorced,Master,120000,Rural,BMW,14,3.5,7000,0,1,0,38
RTMLN,32,M,Retired,Married,None,120000,Urban,Chevrolet,2,2.5,13000,2,1,1,33
JCTBJ,52,F,Teacher,Married,Bachelor,100000,Urban,Mercedes,6,3.5,18000,3,0,2,26
SPDPO,55,M,Retired,Single,Master,85000,Suburban,Chevrolet,12,1.5,17000,1,2,3,38
GIJWO,42,F,Engineer,Widowed,PhD,35000,Rural,Chevrolet,11,4,13000,3,1,3,10
ELDYF,43,M,Engineer,Single,Master,120000,Urban,Toyota,5,1.5,5000,1,4,3,9
GICZU,39,M,Student,Married,None,75000,Suburban,Chevrolet,3,4,16000,2,2,1,22
OFSGE,35,M,Doctor,Married,Master,85000,Rural,Nissan,6,2.5,16000,1,2,0,34
SMNRQ,45,M,Teacher,Divorced,Bachelor,110000,Urban,Tesla,14,1.5,17000,3,2,3,21
OVRJU,42,M,Artist,Divorced,Bachelor,50000,Rural,Audi,12,2.5,15000,0,4,1,20
SJUMY,44,M,Lawyer,Married,PhD,55000,Urban,BMW,3,2,18000,0,0,1,31
BLVIP,38,F,Lawyer,Married,PhD,110000,Rural,Chevrolet,10,2,15000,1,1,3,32
